date,content,label
2021/09/07,"In today’s Electrek Green Energy Brief (EGEB):Kriegers Flak, Swedish power company Vattenfall’s newest offshore wind farm, was inaugurated yesterday. Its first foundation was put in place in May 2020. The 604 megawatt (MW) wind farm is Scandinavia’s largest and will increase Danish wind power production by 16%. It features 72 offshore wind turbines with a height of 617 feet (188 meters) and a capacity corresponding to the annual energy consumption of around 600,000 Danish households.The wind farm covers an area of 51 square miles (132 square kilometers), and about 106 miles (170 kilometers) of underwater cables have been laid.Kriegers Flak is in the Baltic Sea, 9-25 miles (15-40 kilometers) off the coast of Denmark. It will form part of a new 400 MW interconnector between Denmark and Germany.On July 28, Electrek reported that a judge ruled that digging at a lithium mine site in Nevada could proceed, after environmentalists claimed the mining would harm wildlife: Chief Judge Miranda Du of the federal court in Reno, Nevada, ruled late last week that Vancouver, Canada-headquartered Lithium Americas Corp can conduct excavation work at its Thacker Pass pre-feasibility stage lithium mine site in Humboldt County, Nevada.Du said environmentalists “failed to meet their burden to show they will be irreparably harmed,” according to Reuters.On Friday, Du denied another bid to halt digging. Three Native American tribes claimed the excavation work would desecrate an area that they believe holds artifacts and ancestral remains.Reuters reports:Du said the Native Americans did not prove the US government failed to properly consult them during the permitting process.Du said, though, that she was not dismissing all the Native Americans’ arguments, but felt bound by existing laws to deny their request.“This order does not resolve the merits of the tribes’ claims,” Du said in her 22-page ruling.In response, Lithium Americas chief executive Jon Evans told Reuters:We’ve always been committed to doing this the right way by respecting our neighbors, and we are pleased today’s ruling recognizes our efforts.Thacker Pass could become the largest US source of lithium, which is vital for electric vehicle batteries. Du’s final decision on the mine will be published by early 2022.Photo: Vattenfall",solar
2021/09/06,"The electric inland ship Alphenaar today sailed its maiden voyage, from Alphen aan den Rijn to Moerdijk in the Netherlands, for Dutch beer giant Heineken. The Alphenaar is the first electric inland shipping vessel in the Netherlands to launch – and it uses swappable batteries.Its manufacturer, Rotterdam-based Zero Emission Services (ZES), explains how its swappable batteries – what it calls “exchangeable energy containers” – work:Barges have a capacity varying from 500 to 1000 kW. With a ZESpack of 2000 kWh, a barge can sail for 2 to 4 hours; with 2 ZESpacks on board, it can travel a distance of 60 to 120 km. And there’s zero emission: the battery containers are charged with green energy, and the barge’s electrical powertrain ensures that no CO2, nitrogen or particulate matter is emitted. In addition, a ZES ship makes hardly any noise. The battery containers can also be used to stabilize the energy grid. ZES was founded by Wartsila, Engie, ING, and the Port of Rotterdam in July 2020.Here’s a short video explainer:The batteries work for new and existing inland vessels. Ships must be equipped with an electric propulsion line. Further:This systemic change involves a total cost of €20 million for the first phase. Financial support is provided by ING bank, ENGIE, Wärtsilä, the Port of Rotterdam Authority, and the Dutch government. The government’s contribution is in the form of a grant from the Ministry of Infrastructure and Public Works and a grant from the Rijksdienst voor Ondernemend Nederland supporting the goal of making transport more sustainable.  Here’s how the swappable batteries work: Put fully charged battery containers in, and when the ship arrives at the next terminal, take the used batteries out and replace them with fresh batteries in just 15 minutes. The charging station can recharge 2 ZESpacks at the same time in 2.5 hours.Companies use a pay-per-use model – ship owners rent the battery container. ZES explains:The financing concept can best be compared to a home energy bill: you pay a fixed charge for the connection, and an additional amount for the energy used.Alphenaar is a beer-run ship for Heineken and its transport company CCT. Heineken is ZES’ first customer. The Alphenaar will sail daily from its brewery in Moerdijk to the port of Rotterdam. ZES’ goal is to make all inland shipping in the Netherlands emissions free – and this country of canals has a lot of inland shipping. More than one-third of all goods and 80% of bulk transportation take place using inland waterways.Here’s the Alphenaar in action today:Read more: Meet the world’s first electric autonomous container shipPhoto: ZES",solar
2021/09/06,"In today’s Electrek Green Energy Brief (EGEB):German wind turbine maker Nordex today announced it will join competitors such as Siemens Gamesa, GE, and Vestas to offer a 6 MW onshore turbine, its first. The new turbine will be designed for moderate and light-wind regions.The N163/6.X turbine has been added to Nordex’s Delta4000 product series, which was introduced in 2017 and already features 4 MW and 5 MW onshore turbines. Nordex writes:Compared to its sister model in the 5 MW class – the N163/5.X – the N163/6.X is able to produce an up to 7% higher annual energy yield, thanks to its much higher rated output.A more efficient gearbox is used to achieve the higher rated output in the 6 MW range and the electrical system of the Delta4000 product series has been adapted by raising the nominal voltage and using an improved cooling system. In spite of this, the exterior dimensions of the nacelle have not been changed. The N163/6.X’s life span is expected to be at least 25 years, and also comes with an extended lifetime for specific sites for up to 35 years. Production of the 6 MW turbine is scheduled for the beginning of 2023, and the company has already received orders.Read more: No, Mr. Trump — ‘windmills’ are not going to ‘destroy the bird population.’ Here’s what willIn a world first, more than 200 health journals have published an editorial calling for emergency action on climate change. The editorial was published today on the British Medical Journal‘s website, and in many other international journals. Here is an excerpt (and click here to read it in full):[W]e – the editors of health journals worldwide – call for urgent action to keep average global temperature increases below 1.5C, halt the destruction of nature, and protect health……Many governments met the threat of the COVID-19 pandemic with unprecedented funding. The environmental crisis demands a similar emergency response. Huge investment will be needed, beyond what is being considered or delivered anywhere in the world. But such investments will produce huge positive health and economic outcomes. These include high-quality jobs, reduced air pollution, increased physical activity, and improved housing and diet. Better air quality alone would realize health benefits that easily offset the global costs of emissions reductions……We, as editors of health journals, call for governments and other leaders to act, marking 2021 as the year that the world finally changes course.Photo: Nordex",solar
2021/09/03,"In today’s Electrek Green Energy Brief (EGEB):Royal Dutch Shell announced on Wednesday that it will install 50,000 on-street electric vehicle charging points in the UK by 2025. Ubitricity, which Shell bought in February, is the UK’s largest public EV charging network, and it will install the new charging points.Shell will support local authorities with a financing offer to install new ubitricity on-street chargers in towns and cities across the UK at potentially zero cost.More than 60% of UK households in cities and urban areas don’t have their own parking spaces, so rapidly increasing on-street charging is a priority in Britain.Ubitricity currently operates around 3,600 chargers in the UK. It holds 13.1% of the UK’s car charging points market. BP Pulse comes in second at 12%. (Tesla Supercharger is 2.9%.)According to a report published by the British government in July, between 280,000 and 480,000 charging points will be needed in Britain by 2030, more than 10 times the existing number of around 25,000 chargers.The UK will ban all new gas and diesel cars by 2030.Read more: Shell buys Ubitricity, UK’s largest EV charging networkThe villages of Brockport and Lima have activated what is claimed by Joule Community Power to be the first opt-out community choice solar program in the US. In other words, the energy supply defaults to clean energy.It’s part of Joule Community Power’s Finger Lakes Community Choice aggregation program in western New York State.Brockport and Lima have partnered with six local community solar farms that are expected to generate a combined 28 million kilowatt-hours (kWh) annually. As each solar farm begins to generate power, subscribers will benefit from savings. The solar farms are expected to go live in October 2021, and all residents will be covered by spring 2022.Opt-out community choice solar means that all eligible residents are automatically enrolled in the program without having to sign a contract, undergo a credit screen, or have solar panels installed on their homes. Should a resident wish to disenroll from the program, they are free to do so at any time with no penalty.Leaders can also choose to roll out opt-out community choice solar to low- and medium-income (LMI) residents first. The Lima and Brockport opt-out community choice solar program will benefit about 500 LMI households.Jessica Stromback, CEO of Joule Assets, explained to Electrek why the model is successful via email:There is a concerted 60-day initial education effort using community communication channels – such as local news outlets, social media accounts, public events, press, open Q&A sessions, etc. – to reach and inform the local community. The community solar program offers a guaranteed 10% savings off the solar credits on electricity bills. The difference between traditional opt-in programs and this new opt-out solar program is stark: For opt-in community solar programs, the average enrollment rate is only 2-3% of the pool of eligible program participants. In comparison, we expect the average enrollment rate of an opt-out community choice solar program to be around 90%.Barcelona-headquartered electric vehicle charger company Wallbox is going to unveil its newest charger, Hypernova, at the IAA MOBILITY 2021 show in Munich next week.Wallbox claims that the 350 kiloWatt Hypernova can charge a car in under 15 minutes. However, the charging time is typically impacted by the electric car being charged and other external factors.Wallbox detailed the Hypernova in a blog:Hypernova features state-of-the-art  liquid cooling and CCS connectors. Its integrated cable management system ensures easy handling and stores the cables inside the dispenser unit, maximizing durability and helping to protect and keep the installation clean. It also offers several authentication and payment options, including RFID, screen QR Code and credit card reader with worldwide acceptanceProduction and deliveries of Hypernova will start in early 2023.Photo: Ubitricity",solar
2021/09/02,"In today’s Electrek Green Energy Brief (EGEB):US shipments of solar panels reached a record high of 21.8 million peak kilowatts (kW) in 2020, 5.4 million peak kW more than in 2019, according to the US Energy Information Administration (EIA).Solar panel shipments include imports, exports, and panels produced and sold domestically. The shipment increase occurred for the following reasons:The EIA points out:The federal solar Investment Tax Credit (ITC) was set to decrease from 26% to 22% at the end of 2020. Some of the solar capacity growth in 2020 was a result of a rush to get projects installed before the expected ITC decrease. However, in December 2020, Congress passed an extension of the ITC, providing a 26% tax credit for solar systems installed from 2020 to 2022 and 22% for systems installed in 2023.The average solar shipment value dropped from $1.96 per peak watt in 2010 to $0.38 per peak watt in 2020. This was largely caused by lower supply chain costs and an oversupply of modules because of increased production.In 2020, 89% of US solar panel shipments were imports.Read more: Scientists develop ‘true’ bifacial solar cells with 29% power outputMore onshore wind energy was installed in the US in 2020 than any other energy source, accounting for 42% of new US energy capacity, and outpacing solar for the first time in years.The 2021 edition of the US Department of Energy’s “Land-Based Wind Market Report,” prepared by DOE’s Lawrence Berkeley National Laboratory, detailed a record 16,836 megawatts (MW) of new utility-scale land-based wind power capacity added in 2020. That represents $24.6 billion of investment in new wind power projects. Other key findings include:Photo: First Solar",solar
2021/09/01,"In today’s Electrek Green Energy Brief (EGEB):Bifacial solar cells aren’t new, but scientists at the Australian National University (ANU) in Canberra claim that they’ve developed what principal investigator Dr. Kean Chern Fong says is “a true bifacial solar cell, as it has nearly symmetrical power generation capacity on both surfaces of the device.” Fong said:Bifacial solar cells are becoming increasingly important in the roll out of solar farms and are expected to have a market share of over 50% in the next five years.And chief investigator Dr. Marco Ernst said:This is a world record for selectively laser-doped solar cells and among the highest efficiency bifacial solar cells.The team used a technique it calls “laser doping,” which uses lasers to locally increase electrical conductivity:This allowed the research team to achieve a front conversion efficiency of 24.3% and a rear conversion efficiency of 23.4%, representing a bifacial factor of 96.3%.This performance represents an effective power output of approximately 29%, well exceeding the performance of the best single-sided silicon solar cell. Of course, weather and geography will have a large impact on the efficiency of ANU’s bifacial solar cells. An ideal climate would be desert with little vegetation, such as a 125MW solar project in Oman, whose developer claims is the largest single-unit solar farm using bifacial modules in the world.Read more: JPMorgan Chase leads with the world’s largest bifacial solar rooftop — and lending to fossil-fuel companies, moreCorporate carbon offset schemes enable companies to invest in environmental projects in order to balance out their own carbon footprints. And on Thursday, a 1-megawatt solar farm will break ground in Jackson, Tennessee, that will be able to power 200 homes. Its owner, Clearloop, says it will be the first utility-scale solar farm in the US that is 100% financed by corporate carbon offsets.Clearloop partners with brands, companies, and individuals to expand access to clean energy and generate long-term opportunities in economically distressed communities across the US. Former governor Phil Bredesen (D-TN) is one of the company founders.Solar provided a meager 0.56% of Tennessee’s electricity as of first quarter 2021, so even 1 MW is cause for celebration. The US Energy Information Administration (EIA) provides Tennessee’s bigger solar picture:By early 2021, utility-scale solar power sites with a combined generating capacity of 182 megawatts were operating in the state. The state’s largest, a 53-megawatt solar farm, came online in December 2018. A new 150-megawatt solar farm is scheduled to begin operating in the state at the end of 2021. In 2020, about one-fourth of Tennessee’s solar power generation came from customer-sited, small-scale (less than 1 megawatt each) solar PV installations that are located mostly on residential and business rooftops.Tennessee is projected to install 1,740 MW of solar over the next five years.Photo: Eric Byler/The Australian National University",solar
2021/08/31,"In today’s Electrek Green Energy Brief (EGEB):As of the latest update posted on Monday afternoon, 94.6% of oil production and 93.6% of natural gas production was offline in the Gulf of Mexico due to Category 4 Hurricane Ida, according to the US Bureau of Safety and Environmental Enforcement (BSEE).The BSEE reports:After the storm has passed, facilities will be inspected. Once all standard checks have been completed, production from undamaged facilities will be brought back online immediately. Facilities sustaining damage may take longer to bring back online.BSEE will continue to update the evacuation and shut-in statistics at 1 p.m. CDT each day as appropriate. This survey is reflective of 25 companies’ reports as of 11:30 CDT [Monday].US Gulf of Mexico offshore oil production accounts for about 17% of total US crude oil production and 5% of total US dry natural gas production, according to the US Energy Information Administration (EIA). Further:Over 45% of total US petroleum refining capacity is located along the Gulf coast, as well as 51% of total US natural gas processing plant capacity.Six refineries in the area, near New Orleans, are shut down, and the other three refineries in the area, near Baton Rouge, are apparently operating at reduced levels.So what does that mean for US gas-car drivers? Price hikes. CNN explains:The week after Hurricane Katrina hit in 2005, the average price of a gallon of regular gas shot up 46 cents, to $3.07 a gallon, according to data from the US Energy Information Administration. That 18% jump in prices was the largest one-week percentage spike in data going back to the 1991 Gulf War. It took two months for gas prices to return to the pre-Katrina levels after that storm.Mark Jenkins, spokesman for the American Automobile Association, said:Based on overnight movement in the futures market, a 10-20 cent jump at the pump is not out of the question. Widespread power outages also occurred in Louisiana, as all eight transmission lines went down at the same time. As of Tuesday morning, most of southeastern Louisiana was still completely without power, and Mississippi and Alabama were also experiencing outages. Utility company Entergy writes:The full assessment of damage could take several days, since many areas are currently inaccessible either by roadways. Based on historical restoration times, customers in the direct path of a storm as intense as Hurricane Ida could experience outages for more than three weeks. While 90% of customers will be restored sooner, customers in the hardest-hit areas should plan for the possibility of experiencing extended power outages.Is there a way to avoid the blackout that New Orleans is now experiencing, despite opening a new natural gas power plant there last year that was supposed to prevent exactly that? (Entergy doesn’t yet have an explanation for the gas plant’s failure.) The New York Times writes:The Biden administration has planned tens of billions of dollars to add more transmission lines to carry more solar and wind power from one region of the country to another. But some energy experts said the increasing frequency of devastating hurricanes, wildfires, and other disasters argues against a big investment in power lines and for greater investment in smaller-scale systems like rooftop solar panels and batteries. Because small systems are placed at many homes, businesses, schools, and other buildings, some continue to function even when others are damaged, providing much-needed energy during and after disasters.The Times spoke to one New Orleans couple – ironically, a retired engineer at oil giant Royal Dutch Shell – who has solar and storage, and thus power. So is household solar and battery storage the answer to resiliency in massive storms? It’s certainly one way to ensure your electric car stays charged, and of course, EVs can also be used as a source of power. Let us know your thoughts in the comments section below.Read more: How EVs were a lifeline for 3 families (and 6 cats) during the Texas blackoutPhoto: Entergy",solar
2021/08/30,"In today’s Electrek Green Energy Brief (EGEB):The US banned leaded gasoline on January 1, 1996, for use in new vehicles with the passage of the Clean Air Act for road-going vehicles. But it’s still used in aircraft, racing cars, farm equipment, and marine engines.Internationally, by the 1980s, most high-income countries had prohibited the use of leaded gasoline. Yet, as late as 2002, almost all low- and middle-income countries were still using leaded gas, which causes heart disease, stroke, and cancer.Today, the UN Environment Programme (UNEP) is announcing the official end of leaded gasoline worldwide. Last month, in Algeria, the world’s last refinery exhausted its leaded gas stocks.Further details will emerge following a press conference later today with Inger Andersen, the executive director of the UNEP, Janet McCabe, deputy administrator of the US Environmental Protection Agency (EPA), and other experts about how the ban will roll out, and we’ll update accordingly.Andersen said in a statement from the UNEP emailed to Electrek:Overcoming a century of deaths and illnesses that affected hundreds of millions and degraded the environment worldwide, we are invigorated to change humanity’s trajectory for the better through an accelerated transition to clean vehicles and electric mobility.Electrifying transport could add $47 billion annually to the US Southeast’s economy, according to the Southern Alliance for Clean Energy (SACE), which has released a new report, “Retained Transportation Fuel Spending in the Southeast: Electric vs. Internal Combustion Vehicles.”Here are the key points that the analysis found for Alabama, Georgia, Florida, North and South Carolina, and Tennessee:SACE sums up:By saving consumers $42 billion in fuel spending and keeping an extra $5 billion in-region, electrifying transportation in the Southeast would result in $47 billion in transportation fuel spending retained annually.The Southeast clearly has a lot to gain by distancing itself from imported gas and diesel and embracing locally-generated electricity to power transportation.To foster a strong EV market, we need favorable policies and regulatory reforms. Read more: 96% of EV owners say they’d buy another electric vehicle — AAA studyPhoto: “Decayed Gas Pump” by Steve Snodgrass is licensed under CC BY 2.0",solar
2021/08/30,"Wyoming has been the US’s top coal producer since 1986. But while the state stubbornly clings to the fossil fuel, its largest utility is dumping coal in favor of renewables.Rocky Mountain Power is Wyoming’s largest electric utility, and its parent company, PacifiCorp, announced on Friday, according to KPVI, that its biennial Integrated Resource Plan is expected to “include substantial investment in renewables — and no new investment in coal or natural gas. The 2021 plan will be finalized next week.”KPVI continues:PacifiCorp intends to retire 14 of its 22 active coal units by 2030 and another five by 2040, with the remaining three shuttered shortly afterward. It would retain two coal units at Wyoming’s Jim Bridger power plant, converting them to natural gas peaking units in 2024.All of PacifiCorp’s Wyoming coal plants would be offline by 2039, according to this year’s plan……Compared with a 2005 baseline, system CO2 emissions would be down 53% in 2025, 74% in 2030, and 92% in 2040, according to the company’s calculations.Further, PacifiCorps plans to add more than 3,600 megawatts of wind, more than 5,600 megawatts of solar, and around 6,700 megawatts of battery storage.The driver of PacifiCorps’ coal retirement? It’s bad business, and the company has known that since 2018:[A] 2018 company report found that 13 of its 22 coal units were uneconomical. In the 2021 announcement, it cited “ongoing cost pressures on existing coal-fired facilities and dropping costs for new resource alternatives.”In response, Wyoming legislators tried to stop utilities from shutting coal plants by passing a bill that went into effect last month. Oil City News explained in March 2020:Wyoming Governor Mark Gordon [R-WY] signed Senate File 21 into law on Tuesday, March 10. That bill will require electric public utilities to “first make a good faith effort” to sell coal-fired electric generation facilities before retiring such facilities.The rules will go into effect July 1, 2021, and will allow non-utilities to purchase otherwise retiring coal fired power plants and sell energy to industrial customers.Rob Godby, associate professor of economics at the University of Wyoming, told KPVI:Wyoming policy has actively tried to resist the transition away from coal and to prolong plant lives and mine lives. And so far, just looking at the outcomes, that’s been largely unsuccessful.Wyoming produces 14 times more energy than it consumes. It’s the biggest net energy supplier among the states, according to the US Energy Information Administration (EIA).While it was responsible for around 39% of all coal mined in the US in 2019, and the state holds more than one-third of US coal reserves at producing mines, it’s also a growing wind producer. The EIA writes:Wind power in Wyoming has more than doubled since 2009 and accounted for 12% of the state’s electricity net generation in 2020. The state installed the third-largest amount of wind power generating capacity in 2020, after Texas and Iowa.Read more: Why Wyoming’s coal habit is turning it into an energy dinosaurPhoto: “Eastern Wyoming Coal Mine near Gillette, WY” by ccvedros is licensed under CC BY-NC-SA 2.0",solar
2021/08/27,"In today’s Electrek Green Energy Brief (EGEB):Maryland Governor Larry Hogan (R-MD) announced yesterday that the state will spend $3.7 million to fund 36 new public fast chargers at 13 locations and 145 workplace charging ports at 24 business locations. The money comes from the state’s Volkswagen settlement, and the state will spend more of that money later this year. Hogan said:This is another important step forward to expanding access to electric vehicle charging across the state and encouraging more Marylanders to purchase and use electric vehicles.There are currently more than 36,000 electric vehicles in the state, according to the Maryland Department of Transportation.Public fast chargers will be located in places like Dunkin’ Donuts in Elkton, Exxon in Annapolis, and Safeway supermarket in Silver Spring. Further details of where the fast-charging and workplace EV chargers can be found are here. The state’s website does not indicate when the chargers will be ready for use.Read more: Maryland county transitioning to electric public school busesThe Inc. 5000 list ranks the fastest-growing privately held companies in the US by overall revenue growth over a three-year period.And in the new 2021 list, three of the Top 20 companies were solar energy-related:No. 11: San Antonio-based Texas Solar, which “designs, develops, installs, and maintains residential solar energy systems in Texas.” It saw 22,381% growth over three years.No. 12: Solgen Power in Pasco, Washington, which “sells and installs solar equipment, primarily in the Pacific Northwest.” It saw 21,790% growth over three years.No. 14: Solar Bear in Clearwater, Florida, which “Turns homes and businesses green through solar panels, spray foam insulation, and roofing.” It saw 19,218% growth over three years.We fully expect to see even more clean energy companies in next year’s Inc. 5000 list.Photo: ChargePoint",solar
2021/08/26,"In today’s Electrek Green Energy Brief (EGEB):The installation of the 50 megawatt (MW) Kincardine Offshore Wind farm, the world’s largest floating offshore wind farm 9 miles (15 km) off the coast of Aberdeen, Scotland, is now complete. The wind farm consists of a 2 MW Vestas turbine and five 9.5 MW Vestas turbines.It’s expected to generate up to 218 GWh of clean electricity each year, enough to power 55,000 households.The Madrid-headquartered Cobra Wind was responsible for the commissioning, engineering, design, supply, and construction of the wind farm. The Navantia-Windar consortium in Spain manufactured the floating wind foundations. They were then transported to Rotterdam in the Netherlands, where the wind turbines were mounted on the foundations.Read more: Biden administration opens up the US Pacific coast to offshore windThe International Monetary Fund (IMF) describes itself as:[A]n organization of 190 countries, working to foster global monetary cooperation, secure financial stability, facilitate international trade, promote high employment and sustainable economic growth, and reduce poverty around the world.Yet the IMF has undermined global climate action by promoting fossil-fuel expansion through its policy advice, locking developing countries into a reliance on coal and gas that is harming their economies and the planet, according to new research by ActionAid USA and the UK-based NGO Bretton Woods Project.The report, IMF Surveillance and Climate Change Transition Risks, is based on analysis of all 595 Article IV reports conducted in the IMF’s 190 member countries between the signing of the Paris Agreement in December 2015 and March 2021. Article IV reports contain policy advice to countries that shapes their economies for years to come. The report found:Niranjali Amerasinghe, ActionAid USA executive director and climate finance expert, says:The International Monetary Fund should ensure its policy advice makes it easier, not harder, for countries to transition to renewable energy.Photo: Cobra Group",solar
2021/08/25,"Danish shipping giant Maersk has ordered eight new vessels that can run both on traditional bunker fuel and carbon-neutral methanol. The ships will be able to sail between China and Europe and across the Pacific.Hyundai Heavy Industries will build the vessels, which will be capable of carrying 16,000 containers each, and will deliver them to Maersk in 2024. Maersk has also included an option for four more vessels in 2025. The new ships will replace older ones, rather than add new capacity, and generate annual emissions savings of around 1 million tonnes.The Financial Times writes:Some critics argue that green methanol makes little sense because CO2 is first absorbed in production and then emitted again when burnt, instead of sequestering the greenhouse gas.Maersk said last week that the green methanol for its feeder vessel would come from “biogenic” CO2, which means from natural sources, as well as renewable energy.…[Henriette Hallberg Thygesen, CEO, fleet and strategic brands at Maersk], said the biggest challenge was to secure enough green methanol for the vessels. “We need a significant ramp-up in production. We do feel there has been a lot of chicken and egg. So we find by going out with this announcement that we can break this cycle,” she added.Each ship costs around $175 million, which is about 10-15% more than a traditional fuel-powered ship. However, Maersk, which pledged in 2018 to reach net zero by 2050, has the support of big customers who are also working toward their own net zero goals so are willing to pay to reduce emissions.Michelle Grose, head of logistics and fulfillment at Unilever, said:Unilever is committed to accelerating the transition to clean transport solutions, not just in our own operations but along global value chains as we work to achieve net zero emissions by 2039. With logistics and distribution accounting for around 15% of our greenhouse gas emissions footprint, it’s important that we work with partners shifting to lower carbon fuels. We are proud to partner with Maersk as they pioneer carbon neutral transportation on the high seas.This is a hugely impactful announcement, not only on the shipping industry, but for the whole world. AP Møller – Maersk has been the world’s largest container shipping company since 1996 and ships 1 out of every 5 containers worldwide.As Electrek previously noted, “90% of the world’s goods are moved by sea. Between 2% and 3% of emissions are generated by shipping.” Where Maersk goes, may other shipping companies follow.Read more: Shipping is an enormous polluter — crucial decisions are comingPhoto: Maersk",solar
2021/08/25,"In today’s Electrek Green Energy Brief (EGEB):Global tech giant Siemens is about to ramp up its existing EV infrastructure manufacturing output by producing over 1 million VersiCharge Level 2 AC commercial and residential EV chargers for the US market over the next four years. The chargers will be made at a new US facility, which will be the company’s third US eMobility hub. Siemens will choose a location for the factory in 2021 and begin to manufacture the chargers in early 2022. It will create around 100 jobs across the site and regional supply chain.A Siemens spokesperson said to Electrek that its manufacturing operation will have impact down the regional supply chain, as some of the parts needed for the Siemens chargers will be best provided by partners close to the manufacturing site itself.The VersiCharge AC chargers can be used for both commercial/business use and home charging. Teslas can use Siemens chargers with an adapter. The plant will serve as a counterpart to Siemens’ existing operations in Wendell, North Carolina, where it makes chargers for buses, trucks, and heavy-duty electric vehicles. In 2019, Siemens expanded the 272,000-square-foot Wendell facility to manufacture DC fleet EV chargers.Electrek has written about GE’s mighty 814-feet (248-meter-tall) Haliade-X offshore turbine, which features a 14 MW, 13 MW, or 12 MW capacity, 722-feet (220-meter) rotor, a 351-feet (107-meter) blade, and digital capabilities. One rotation of its 220-meter rotor could power one household. One Haliade-X 14 MW turbine can generate up to 74 GWh of gross annual energy production.Vestas has plans for a 15 MW turbine, while Siemens Gamesa Renewable Energy is working on a 14 MW model that can be ramped up to 15 MW.Now Chinese company MingYang Smart Energy has announced details of a wind turbine prototype that it plans to install in 2023. The MySE 16.0-242 will be 866 feet (264 meters) tall, have a rotor diameter of 794 feet (242 meters), and a blade length of 387 feet (118 meters).MingYang says the massive 16 MW turbine will be able to produce 80,000 megawatt hours of electricity annually, enough to power over 20,000 households. Its swept area will be the equivalent of more than six soccer fields.In a country that installed more than half the world’s offshore wind capacity in 2021 yet is still planning over 100 GW of new coal projects, MingYang points out:One MySE 16.0-242 can eliminate more than 1.6 million tonnes of CO2 emissions over the course of its designed 25-year lifespan.Read more: Vestas takes GE’s ‘world’s largest offshore wind turbine’ titlePhoto: Siemens",solar
2021/08/20,"In today’s Electrek Green Energy Brief (EGEB):Swedish green steel venture HYBRIT – that’s short for Hydrogen Breakthrough Ironmaking Technology – announced on Wednesday that it has made the world’s first delivery of steel manufactured without using coal. Volvo took the delivery as a trial run before the green steel goes into full commercial production in 2026. HYBRIT started test operations at its pilot plant in Luleå a year ago.HYBRIT was launched in 2016 by steel maker SSAB, state-owned utility Vattenfall, and miner LKAB, all Swedish companies. Here’s how its steelmaking process works, according to HYBRIT:The HYBRIT technology involves replacing the blast furnace process, which uses carbon and coke to remove the oxygen from iron ore, with a direct reduction process where we use fossil-free hydrogen produced from water using electricity from fossil-free energy sources. Instead of carbon dioxide, water vapor is formed. Using HYBRIT technology, SSAB could potentially reduce Sweden’s total carbon dioxide emissions by around 10% and Finland’s by around 7%.Martin Lindqvist, president and CEO of SSAB, said:The first fossil-free steel in the world is not only a breakthrough for SSAB, it represents proof that it’s possible to make the transition and significantly reduce the global carbon footprint of the steel industry. We hope that this will inspire others to also want to speed up the green transition.The state-run Korea Institute of Energy Research (KIER) said yesterday that one of its research teams has developed a technique to recycle solar panels.The KIER researchers say they can retrieve 100% of glass components and around 80% of other materials from solar panels in order to recycle them into high-performance solar cells. PV Magazine summarizes the team’s process:The novel technique can be applied to either damaged or undamaged panels and works in four steps: The automated dismantling of the frame and the junction box; glass separation; metal recovery; and solar cell recycling…The Korean group claims that the new technique, which was, so far, tested on an undefined series of 72-cell panels, reduces power consumption by a third compared to other recycling technology, thanks to process optimization. The system is also said to allow the recovery of high-quality glass with an iron content of less than 200 parts per million, and of more than 65% of the components that make up a panel.The scientists were also able to refine the silicon recovered from waste panels to make six-inch single crystal ingots and wafers. The wafers were used to manufacture a 20.05%, high-efficiency solar cell.HST, a Korean solar-generating equipment maker, is going to use the KIER team’s technique for commercialization.Read more: A great breakthrough for solar panel recyclingPhoto: HYBRIT",solar
2021/08/19,"While legislators battle over federal infrastructure bills, some US states are out of the gate when it comes to adopting clean energy.Environmental advocacy organization Environment America’s new report, “The United States of Clean Energy, Summer 2021,” summarizes clean energy progress and commitments made in 2021 state legislative sessions across the US. (I’d just like to note that Florida, where I currently live, isn’t one of them. Solar is rapidly growing here, but no thanks to the state legislature.) 100% renewable campaign director Emma Searson says:Whenever I’m feeling pessimistic about the slow pace of change in the halls of our federal government, I look to the states.In state capitals around the country, we’re seeing not just the steady march of progress, but a real race to the top when it comes to clean and renewable energy. State leaders are hearing Americans’ calls for energy that doesn’t pollute, and they are answering with action.Here are five standouts from the spring and summer 2021 legislative sessions:Oregon: Governor Kate Brown (D-OR) signed a bill into law committing to 100% clean energy for Oregon customers by 2040. It joins New York as the national pacesetter, tying for the fastest timeline in the US to reach this goal. Oregon is now the eighth state with a legislative commitment to 100% clean electricity.Massachusetts: Governor Charlie Baker (R-MA) signed a bill into law that commits the state to sourcing 40% of its electricity from clean energy by 2030. The act also bumped up the state’s offshore wind power target by an additional 2,400 megawatts (MW) and committed to improve energy efficiency.California: California adopted a 2021-22 budget that includes $20 million of investments to help cities implement automatic solar permitting, plus an additional $15 million for developing offshore wind. Both are critical tools to help the state reach its target of 100% clean energy by 2045.New Jersey: The Garden State passed a bill that will help ensure offshore wind and related transmission projects are able to move forward in a timely manner. The New Jersey Board of Public Utilities also voted to greenlight 2,658 MW of new offshore wind capacity off the Jersey Shore.Connecticut: Connecticut adopted a new energy storage deployment goal of one gigawatt by 2030. Nine states have now adopted energy storage targets, which will help them realize their full clean energy potential while delivering reliable power around the clock. Photo: “Solar on Palm Desert Walmart” by Walmart Corporate is licensed under CC BY 2.0 ",solar
